"date","name","type","bx","direction"
2020-03-28,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-03-28,"trader joe's - arlington","Produce",23,"Received"
2020-03-28,"trader joes - fresh pond","Bakery",8,"Received"
2020-03-28,"trader joes - fresh pond","Prepared Foods",4,"Received"
2020-03-28,"trader joes - fresh pond","Produce",22,"Received"
2020-03-28,"trader joes - fresh pond","Meat/Protein",0.5,"Received"
2020-03-28,"whole foods market - arlington","Bakery",11,"Received"
2020-03-28,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-03-28,"whole foods market - arlington","Produce",9,"Received"
2020-03-28,"wicked bagels","Bakery",1,"Received"
2020-03-29,"arlington aid","Bakery",1,"Distributed"
2020-03-29,"arlington aid","Prepared Foods",4,"Distributed"
2020-03-29,"arlington aid","Produce",8,"Distributed"
2020-03-29,"arlington aid","Meat/Protein",1,"Distributed"
2020-03-29,"caritas communities","Bakery",0.5,"Distributed"
2020-03-29,"caritas communities","Prepared Foods",3,"Distributed"
2020-03-29,"caritas communities","Produce",0.5,"Distributed"
2020-03-29,"caritas communities","Meat/Protein",0.5,"Distributed"
2020-03-29,"menotomy manor","Bakery",1,"Distributed"
2020-03-29,"menotomy manor","Prepared Foods",4,"Distributed"
2020-03-29,"menotomy manor","Produce",8,"Distributed"
2020-03-29,"menotomy manor","Meat/Protein",1,"Distributed"
2020-03-29,"mystic community market","Bakery",10,"Distributed"
2020-03-29,"mystic community market","Produce",12,"Distributed"
2020-03-29,"mystic community market","Dairy and Eggs",4,"Distributed"
2020-03-29,"mystic community market","Meat/Protein",1,"Distributed"
2020-03-29,"panera - burlington","Bakery",1,"Received"
2020-03-29,"trader joe's - arlington","Bakery",6,"Received"
2020-03-29,"trader joe's - arlington","Prepared Foods",9,"Received"
2020-03-29,"trader joe's - arlington","Produce",6.5,"Received"
2020-03-29,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-03-29,"whole foods fresh pond","Bakery",15,"Received"
2020-03-29,"whole foods fresh pond","Non-perishables",6,"Received"
2020-03-29,"whole foods fresh pond","Prepared Foods",7,"Received"
2020-03-29,"whole foods fresh pond","Produce",10,"Received"
2020-03-29,"whole foods fresh pond","Dairy and Eggs",2,"Received"
2020-03-29,"whole foods market - arlington","Bakery",6,"Received"
2020-03-29,"whole foods market - arlington","Produce",4,"Received"
2020-03-29,"wicked bagels","Bakery",2.5,"Received"
2020-03-30,"brenda","Produce",1,"Distributed"
2020-03-30,"cfcs-teens learning choices","Bakery",1,"Distributed"
2020-03-30,"cfcs-teens learning choices","Prepared Foods",0.5,"Distributed"
2020-03-30,"cfcs-teens learning choices","Produce",0.5,"Distributed"
2020-03-30,"cfcs-teens learning choices","Dairy and Eggs",1,"Distributed"
2020-03-30,"housing families, inc.","Bakery",4,"Distributed"
2020-03-30,"housing families, inc.","Non-perishables",3,"Distributed"
2020-03-30,"housing families, inc.","Prepared Foods",5,"Distributed"
2020-03-30,"housing families, inc.","Produce",5,"Distributed"
2020-03-30,"housing families, inc.","Dairy and Eggs",2,"Distributed"
2020-03-30,"material aid and advocacy","Prepared Foods",2,"Distributed"
2020-03-30,"material aid and advocacy","Produce",2,"Distributed"
2020-03-30,"medford family life","Prepared Foods",0.5,"Distributed"
2020-03-30,"medford family life","Produce",2.5,"Distributed"
2020-03-30,"medford family life","Dairy and Eggs",0.5,"Distributed"
2020-03-30,"medford family life","Meat/Protein",0.5,"Distributed"
2020-03-30,"mystic community market","Bakery",28,"Distributed"
2020-03-30,"mystic community market","Non-perishables",7,"Distributed"
2020-03-30,"mystic community market","Prepared Foods",10,"Distributed"
2020-03-30,"mystic community market","Produce",22,"Distributed"
2020-03-30,"mystic community market","Dairy and Eggs",2,"Distributed"
2020-03-30,"washington st residents","Prepared Foods",0.5,"Distributed"
2020-03-30,"washington st residents","Produce",3.5,"Distributed"
2020-03-30,"washington st residents","Dairy and Eggs",0.5,"Distributed"
2020-03-30,"washington st residents","Meat/Protein",0.5,"Distributed"
2020-03-30,"breadboard bakery","Bakery",2,"Received"
2020-03-30,"great harvest bread","Bakery",1,"Received"
2020-03-30,"panera - burlington","Bakery",2,"Received"
2020-03-30,"trader joe's - arlington","Bakery",5,"Received"
2020-03-30,"trader joe's - arlington","Non-perishables",1,"Received"
2020-03-30,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-03-30,"trader joe's - arlington","Produce",18,"Received"
2020-03-30,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-03-30,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-03-30,"wegmans medford","Bakery",2.7,"Received"
2020-03-30,"wegmans medford","Prepared Foods",13.5,"Received"
2020-03-30,"wegmans medford","Produce",5.2,"Received"
2020-03-30,"whole foods market - arlington","Bakery",4,"Received"
2020-03-30,"whole foods market - arlington","Non-perishables",6,"Received"
2020-03-30,"whole foods market - arlington","Prepared Foods",3,"Received"
2020-03-30,"whole foods market - arlington","Produce",2,"Received"
2020-03-30,"whole foods market - medford","Bakery",14,"Received"
2020-03-30,"whole foods market - medford","Non-perishables",5,"Received"
2020-03-30,"whole foods market - medford","Prepared Foods",6,"Received"
2020-03-30,"whole foods market - medford","Produce",7,"Received"
2020-03-30,"wicked bagels","Bakery",3,"Received"
2020-03-30,"yell-o-glow","Produce",30.8,"Received"
2020-03-31,"arlington eats market","Bakery",11,"Distributed"
2020-03-31,"arlington eats market","Prepared Foods",5,"Distributed"
2020-03-31,"arlington eats market","Produce",15,"Distributed"
2020-03-31,"bow","Bakery",7,"Distributed"
2020-03-31,"bow","Prepared Foods",3,"Distributed"
2020-03-31,"bow","Produce",13,"Distributed"
2020-03-31,"bow","Dairy and Eggs",1,"Distributed"
2020-03-31,"medford vfw post 1012","Prepared Foods",4,"Distributed"
2020-03-31,"medford vfw post 1012","Produce",2,"Distributed"
2020-03-31,"medford vfw post 1012","Meat/Protein",1,"Distributed"
2020-03-31,"mystic community market","Bakery",2,"Distributed"
2020-03-31,"mystic community market","Prepared Foods",3,"Distributed"
2020-03-31,"mystic community market","Produce",16,"Distributed"
2020-03-31,"mystic community market","Dairy and Eggs",1,"Distributed"
2020-03-31,"project soup","Bakery",6,"Distributed"
2020-03-31,"c19- one time","Produce",19.2,"Received"
2020-03-31,"stop and shop arlington","Bakery",5,"Received"
2020-03-31,"stop and shop arlington","Non-perishables",1,"Received"
2020-03-31,"sysco","Prepared Foods",36,"Received"
2020-03-31,"sysco","Produce",110,"Received"
2020-03-31,"sysco","Dairy and Eggs",215,"Received"
2020-03-31,"trader joe's - arlington","Bakery",5.5,"Received"
2020-03-31,"trader joe's - arlington","Prepared Foods",2.5,"Received"
2020-03-31,"trader joe's - arlington","Produce",6,"Received"
2020-03-31,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-03-31,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-03-31,"whole foods market - arlington","Bakery",5,"Received"
2020-03-31,"whole foods market - arlington","Non-perishables",1,"Received"
2020-03-31,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-03-31,"whole foods market - arlington","Produce",2,"Received"
2020-03-31,"whole foods market - arlington","Dairy and Eggs",2,"Received"
2020-03-31,"whole foods market - medford","Bakery",7.5,"Received"
2020-03-31,"whole foods market - medford","Non-perishables",4,"Received"
2020-03-31,"whole foods market - medford","Prepared Foods",3,"Received"
2020-03-31,"whole foods market - medford","Produce",17.5,"Received"
2020-03-31,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-03-31,"wicked bagels","Bakery",2,"Received"
2020-04-01,"justice res. inst.","Prepared Foods",2,"Distributed"
2020-04-01,"justice res. inst.","Produce",6,"Distributed"
2020-04-01,"justice res. inst.","Dairy and Eggs",1,"Distributed"
2020-04-01,"material aid and advocacy","Prepared Foods",2,"Distributed"
2020-04-01,"material aid and advocacy","Produce",1,"Distributed"
2020-04-01,"menotomy manor","Bakery",5,"Distributed"
2020-04-01,"menotomy manor","Non-perishables",1,"Distributed"
2020-04-01,"menotomy manor","Prepared Foods",1,"Distributed"
2020-04-01,"menotomy manor","Produce",5,"Distributed"
2020-04-01,"menotomy manor","Dairy and Eggs",0.5,"Distributed"
2020-04-01,"menotomy manor","Meat/Protein",0.5,"Distributed"
2020-04-01,"mystic community market","Bakery",8,"Distributed"
2020-04-01,"mystic community market","Non-perishables",34,"Distributed"
2020-04-01,"mystic community market","Prepared Foods",2,"Distributed"
2020-04-01,"mystic community market","Produce",12,"Distributed"
2020-04-01,"mystic community market","Dairy and Eggs",9,"Distributed"
2020-04-01,"newton neighbors","Bakery",10,"Distributed"
2020-04-01,"newton neighbors","Prepared Foods",4,"Distributed"
2020-04-01,"newton neighbors","Produce",8,"Distributed"
2020-04-01,"newton neighbors","Dairy and Eggs",15,"Distributed"
2020-04-01,"newton neighbors","Meat/Protein",3,"Distributed"
2020-04-01,"dunkin'","Dairy and Eggs",75,"Received"
2020-04-01,"trader joe's - arlington","Bakery",5,"Received"
2020-04-01,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-04-01,"trader joe's - arlington","Produce",5,"Received"
2020-04-01,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-04-01,"trader joe's - arlington","Meat/Protein",0.5,"Received"
2020-04-01,"whole foods market - arlington","Bakery",3.7,"Received"
2020-04-01,"whole foods market - arlington","Non-perishables",0.5,"Received"
2020-04-01,"whole foods market - arlington","Prepared Foods",1.6,"Received"
2020-04-01,"whole foods market - arlington","Produce",5.6,"Received"
2020-04-01,"whole foods market - arlington","Dairy and Eggs",1.4,"Received"
2020-04-01,"whole foods market - medford","Bakery",14,"Received"
2020-04-01,"whole foods market - medford","Non-perishables",1,"Received"
2020-04-01,"whole foods market - medford","Prepared Foods",5,"Received"
2020-04-01,"whole foods market - medford","Produce",7,"Received"
2020-04-01,"whole foods market - medford","Dairy and Eggs",14,"Received"
2020-04-01,"wicked bagels","Bakery",3,"Received"
2020-04-01,"yell-o-glow","Prepared Foods",0.1,"Received"
2020-04-01,"yell-o-glow","Produce",21.5,"Received"
2020-04-02,"arlington eats market","Bakery",6,"Distributed"
2020-04-02,"arlington eats market","Prepared Foods",4.5,"Distributed"
2020-04-02,"arlington eats market","Produce",21,"Distributed"
2020-04-02,"brenda","Bakery",3,"Distributed"
2020-04-02,"brenda","Produce",10,"Distributed"
2020-04-02,"brenda","Dairy and Eggs",1,"Distributed"
2020-04-02,"hearts of life","Bakery",4,"Distributed"
2020-04-02,"hearts of life","Produce",3,"Distributed"
2020-04-02,"hearts of life","Dairy and Eggs",12,"Distributed"
2020-04-02,"medford community cupboard","Bakery",14,"Distributed"
2020-04-02,"medford community cupboard","Produce",28,"Distributed"
2020-04-02,"medford community cupboard","Dairy and Eggs",4,"Distributed"
2020-04-02,"breadboard bakery","Bakery",1.2,"Received"
2020-04-02,"costco","Bakery",3,"Received"
2020-04-02,"costco","Non-perishables",1,"Received"
2020-04-02,"costco","Prepared Foods",35,"Received"
2020-04-02,"costco","Produce",30,"Received"
2020-04-02,"panera - burlington","Bakery",2,"Received"
2020-04-02,"stop and shop arlington","Non-perishables",1,"Received"
2020-04-02,"trader joe's - arlington","Bakery",7,"Received"
2020-04-02,"trader joe's - arlington","Prepared Foods",1.5,"Received"
2020-04-02,"trader joe's - arlington","Produce",7,"Received"
2020-04-02,"wegmans medford","Bakery",13,"Received"
2020-04-02,"whole foods market - arlington","Bakery",7,"Received"
2020-04-02,"whole foods market - arlington","Non-perishables",0.25,"Received"
2020-04-02,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-04-02,"whole foods market - arlington","Produce",3,"Received"
2020-04-02,"whole foods market - arlington","Dairy and Eggs",2,"Received"
2020-04-02,"whole foods market - medford","Bakery",7,"Received"
2020-04-02,"whole foods market - medford","Prepared Foods",2,"Received"
2020-04-02,"whole foods market - medford","Produce",10,"Received"
2020-04-02,"wicked bagels","Bakery",3.5,"Received"
2020-04-02,"yell-o-glow","Produce",23,"Received"
2020-04-03,"justice res. inst.","Bakery",1,"Distributed"
2020-04-03,"justice res. inst.","Produce",1,"Distributed"
2020-04-03,"justice res. inst.","Dairy and Eggs",0.5,"Distributed"
2020-04-03,"justice res. inst.","Meat/Protein",0.5,"Distributed"
2020-04-03,"lexington interfaith food pantry","Bakery",8,"Distributed"
2020-04-03,"lexington interfaith food pantry","Produce",17,"Distributed"
2020-04-03,"lexington interfaith food pantry","Dairy and Eggs",5,"Distributed"
2020-04-03,"mass. general hospital","Bakery",2,"Distributed"
2020-04-03,"mass. general hospital","Prepared Foods",2,"Distributed"
2020-04-03,"mass. general hospital","Produce",2,"Distributed"
2020-04-03,"st. pauls paish","Bakery",7,"Distributed"
2020-04-03,"st. pauls paish","Produce",7,"Distributed"
2020-04-03,"stan kaszanek house","Bakery",1,"Distributed"
2020-04-03,"stan kaszanek house","Prepared Foods",1,"Distributed"
2020-04-03,"stan kaszanek house","Produce",5,"Distributed"
2020-04-03,"stan kaszanek house","Dairy and Eggs",0.5,"Distributed"
2020-04-03,"la patisserie","Bakery",7,"Received"
2020-04-03,"sysco","Produce",102,"Received"
2020-04-03,"sysco","Dairy and Eggs",30,"Received"
2020-04-03,"trader joe's - arlington","Bakery",4,"Received"
2020-04-03,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-04-03,"trader joe's - arlington","Produce",3,"Received"
2020-04-03,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-04-03,"whole foods market - arlington","Bakery",5,"Received"
2020-04-03,"whole foods market - arlington","Non-perishables",1,"Received"
2020-04-03,"whole foods market - arlington","Prepared Foods",4,"Received"
2020-04-03,"whole foods market - arlington","Produce",12,"Received"
2020-04-03,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-04-03,"whole foods market - medford","Bakery",6,"Received"
2020-04-03,"whole foods market - medford","Non-perishables",3,"Received"
2020-04-03,"whole foods market - medford","Produce",4,"Received"
2020-04-03,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-04-03,"wicked bagels","Bakery",4.9,"Received"
2020-04-04,"brenda","Bakery",6,"Distributed"
2020-04-04,"brenda","Produce",5,"Distributed"
2020-04-04,"daybreak shelter","Bakery",8,"Distributed"
2020-04-04,"daybreak shelter","Non-perishables",2,"Distributed"
2020-04-04,"daybreak shelter","Prepared Foods",3,"Distributed"
2020-04-04,"daybreak shelter","Produce",11.5,"Distributed"
2020-04-04,"daybreak shelter","Dairy and Eggs",6,"Distributed"
2020-04-04,"pegasus house","Prepared Foods",2,"Distributed"
2020-04-04,"pegasus house","Produce",1.5,"Distributed"
2020-04-04,"panera - burlington","Bakery",1,"Received"
2020-04-04,"stop and shop arlington","Bakery",2,"Received"
2020-04-04,"trader joe's - arlington","Bakery",9,"Received"
2020-04-04,"trader joe's - arlington","Non-perishables",0.25,"Received"
2020-04-04,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-04-04,"trader joe's - arlington","Produce",4,"Received"
2020-04-04,"trader joe's - arlington","Dairy and Eggs",5,"Received"
2020-04-04,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-04-04,"trader joes - fresh pond","Bakery",3,"Received"
2020-04-04,"trader joes - fresh pond","Non-perishables",2,"Received"
2020-04-04,"trader joes - fresh pond","Prepared Foods",4,"Received"
2020-04-04,"trader joes - fresh pond","Produce",15,"Received"
2020-04-04,"trader joes - fresh pond","Dairy and Eggs",1.5,"Received"
2020-04-04,"trader joes - fresh pond","Meat/Protein",3,"Received"
2020-04-04,"whole foods market - arlington","Bakery",9,"Received"
2020-04-04,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-04-04,"whole foods market - arlington","Produce",7,"Received"
