"date","name","type","bx","direction"
2020-03-12,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-03-12,"whole foods market - arlington","Produce",3,"Received"
2020-03-12,"whole foods market - arlington","Meat/Protein",0.25,"Received"
2020-03-12,"whole foods market - medford","Bakery",5,"Received"
2020-03-12,"whole foods market - medford","Non-perishables",5,"Received"
2020-03-12,"whole foods market - medford","Prepared Foods",1,"Received"
2020-03-12,"whole foods market - medford","Produce",5,"Received"
2020-03-12,"whole foods market - medford","Dairy and Eggs",0.25,"Received"
2020-03-12,"whole foods market - medford","Meat/Protein",0.5,"Received"
2020-03-12,"wicked bagels","Bakery",3.5,"Received"
2020-03-13,"arlington american legion post 39","Bakery",1,"Distributed"
2020-03-13,"lexington interfaith food pantry","Bakery",2,"Distributed"
2020-03-13,"lexington interfaith food pantry","Produce",9,"Distributed"
2020-03-13,"lexington interfaith food pantry","Dairy and Eggs",2,"Distributed"
2020-03-13,"medford senior center","Bakery",1,"Distributed"
2020-03-13,"medford senior center","Non-perishables",1,"Distributed"
2020-03-13,"medford senior center","Prepared Foods",1,"Distributed"
2020-03-13,"medford senior center","Dairy and Eggs",2,"Distributed"
2020-03-13,"menotomy manor","Bakery",2,"Distributed"
2020-03-13,"menotomy manor","Prepared Foods",1,"Distributed"
2020-03-13,"menotomy manor","Dairy and Eggs",2,"Distributed"
2020-03-13,"mystic community market","Bakery",7,"Distributed"
2020-03-13,"mystic community market","Produce",64,"Distributed"
2020-03-13,"mystic community market","Dairy and Eggs",70,"Distributed"
2020-03-13,"mystic community market","Meat/Protein",1,"Distributed"
2020-03-13,"c19- one time","Bakery",1,"Received"
2020-03-13,"c19- one time","Produce",11,"Received"
2020-03-13,"c19- one time","Produce",2,"Received"
2020-03-13,"c19- one time","Dairy and Eggs",4.5,"Received"
2020-03-13,"la patisserie","Bakery",5,"Received"
2020-03-13,"lexington public schools","Bakery",10,"Received"
2020-03-13,"lexington public schools","Produce",53,"Received"
2020-03-13,"lexington public schools","Dairy and Eggs",70,"Received"
2020-03-13,"lexington public schools","Meat/Protein",1,"Received"
2020-03-13,"neighborhood produce","Produce",2,"Received"
2020-03-13,"trader joe's - arlington","Produce",6,"Received"
2020-03-13,"whole foods market - arlington","Bakery",1,"Received"
2020-03-13,"whole foods market - arlington","Non-perishables",1,"Received"
2020-03-13,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-03-13,"whole foods market - arlington","Produce",7,"Received"
2020-03-13,"whole foods market - arlington","Dairy and Eggs",4,"Received"
2020-03-13,"whole foods market - medford","Bakery",5,"Received"
2020-03-13,"whole foods market - medford","Non-perishables",1,"Received"
2020-03-13,"whole foods market - medford","Prepared Foods",2,"Received"
2020-03-13,"whole foods market - medford","Dairy and Eggs",4,"Received"
2020-03-13,"wicked bagels","Bakery",4,"Received"
2020-03-14,"daybreak shelter","Bakery",3,"Distributed"
2020-03-14,"daybreak shelter","Non-perishables",3,"Distributed"
2020-03-14,"daybreak shelter","Produce",10.5,"Distributed"
2020-03-14,"daybreak shelter","Dairy and Eggs",6,"Distributed"
2020-03-14,"daybreak shelter","Meat/Protein",6,"Distributed"
2020-03-14,"panera - burlington","Bakery",5,"Received"
2020-03-14,"panera - burlington","Prepared Foods",1,"Received"
2020-03-14,"stop and shop arlington","Non-perishables",1,"Received"
2020-03-14,"trader joe's - arlington","Bakery",2,"Received"
2020-03-14,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-03-14,"trader joe's - arlington","Produce",1,"Received"
2020-03-14,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-03-14,"trader joes - fresh pond","Non-perishables",2,"Received"
2020-03-14,"trader joes - fresh pond","Prepared Foods",2.5,"Received"
2020-03-14,"trader joes - fresh pond","Produce",4,"Received"
2020-03-14,"trader joes - fresh pond","Dairy and Eggs",3,"Received"
2020-03-14,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-03-14,"whole foods market - arlington","Produce",2,"Received"
2020-03-14,"whole foods market - arlington","Dairy and Eggs",3,"Received"
2020-03-14,"wicked bagels","Bakery",0.5,"Received"
2020-03-15,"caritas communities","Bakery",1,"Distributed"
2020-03-15,"caritas communities","Non-perishables",0.5,"Distributed"
2020-03-15,"caritas communities","Prepared Foods",1,"Distributed"
2020-03-15,"caritas communities","Produce",1,"Distributed"
2020-03-15,"cfcs-teens learning choices","Bakery",0.5,"Distributed"
2020-03-15,"cfcs-teens learning choices","Prepared Foods",0.5,"Distributed"
2020-03-15,"cfcs-teens learning choices","Produce",0.5,"Distributed"
2020-03-15,"housing families, inc.","Produce",1,"Distributed"
2020-03-15,"housing families, inc.","Dairy and Eggs",0.25,"Distributed"
2020-03-15,"joseph m. tierney learning center","Bakery",4,"Distributed"
2020-03-15,"joseph m. tierney learning center","Produce",10,"Distributed"
2020-03-15,"joseph m. tierney learning center","Dairy and Eggs",2,"Distributed"
2020-03-15,"medford family life","Prepared Foods",2,"Distributed"
2020-03-15,"medford family life","Produce",1,"Distributed"
2020-03-15,"menotomy manor","Dairy and Eggs",3,"Distributed"
2020-03-15,"washington st residents","Bakery",0.5,"Distributed"
2020-03-15,"washington st residents","Prepared Foods",0.5,"Distributed"
2020-03-15,"washington st residents","Produce",2,"Distributed"
2020-03-15,"washington st residents","Dairy and Eggs",0.5,"Distributed"
2020-03-15,"wayside youth & family support - steps","Produce",2,"Distributed"
2020-03-15,"c19- one time","Dairy and Eggs",7,"Received"
2020-03-15,"panera - burlington","Bakery",0.1,"Received"
2020-03-15,"trader joe's - arlington","Bakery",0.25,"Received"
2020-03-15,"wegmans medford","Bakery",2,"Received"
2020-03-15,"wegmans medford","Prepared Foods",2.5,"Received"
2020-03-15,"wegmans medford","Produce",7,"Received"
2020-03-15,"whole foods fresh pond","Bakery",14,"Received"
2020-03-15,"whole foods fresh pond","Non-perishables",4.3,"Received"
2020-03-15,"whole foods fresh pond","Prepared Foods",4.7,"Received"
2020-03-15,"whole foods fresh pond","Produce",10,"Received"
2020-03-15,"whole foods fresh pond","Dairy and Eggs",1,"Received"
2020-03-15,"whole foods market - arlington","Non-perishables",5,"Received"
2020-03-15,"whole foods market - arlington","Produce",2,"Received"
2020-03-15,"wicked bagels","Bakery",1.5,"Received"
2020-03-16,"cfcs-teens learning choices","Bakery",0.5,"Distributed"
2020-03-16,"cfcs-teens learning choices","Prepared Foods",0.5,"Distributed"
2020-03-16,"cfcs-teens learning choices","Produce",2.5,"Distributed"
2020-03-16,"medford family life","Prepared Foods",2,"Distributed"
2020-03-16,"medford family life","Produce",1.5,"Distributed"
2020-03-16,"menotomy manor","Bakery",4,"Distributed"
2020-03-16,"menotomy manor","Non-perishables",5,"Distributed"
2020-03-16,"menotomy manor","Prepared Foods",4,"Distributed"
2020-03-16,"menotomy manor","Produce",8,"Distributed"
2020-03-16,"menotomy manor","Dairy and Eggs",3,"Distributed"
2020-03-16,"mystic community market","Bakery",9,"Distributed"
2020-03-16,"mystic community market","Produce",3,"Distributed"
2020-03-16,"mystic community market","Dairy and Eggs",7,"Distributed"
2020-03-16,"washington st residents","Bakery",0.5,"Distributed"
2020-03-16,"washington st residents","Prepared Foods",0.5,"Distributed"
2020-03-16,"washington st residents","Produce",2,"Distributed"
2020-03-16,"washington st residents","Dairy and Eggs",0.5,"Distributed"
2020-03-16,"breadboard bakery","Bakery",1,"Received"
2020-03-16,"c19- one time","Produce",5,"Received"
2020-03-16,"great harvest bread","Bakery",1,"Received"
2020-03-16,"panera - burlington","Bakery",1,"Received"
2020-03-16,"trader joe's - arlington","Bakery",3,"Received"
2020-03-16,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-03-16,"trader joe's - arlington","Produce",6,"Received"
2020-03-16,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-03-16,"wegmans medford","Bakery",1.5,"Received"
2020-03-16,"whole foods market - arlington","Bakery",3,"Received"
2020-03-16,"whole foods market - arlington","Non-perishables",1,"Received"
2020-03-16,"whole foods market - arlington","Prepared Foods",5,"Received"
2020-03-16,"whole foods market - arlington","Produce",1,"Received"
2020-03-16,"whole foods market - arlington","Dairy and Eggs",3,"Received"
2020-03-16,"whole foods market - medford","Bakery",1,"Received"
2020-03-16,"wicked bagels","Bakery",13,"Received"
2020-03-16,"yell-o-glow","Produce",8,"Received"
2020-03-17,"russo's","Produce",3,"Received"
2020-03-17,"trader joe's - arlington","Bakery",3.5,"Received"
2020-03-17,"trader joe's - arlington","Non-perishables",2,"Received"
2020-03-17,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-03-17,"trader joe's - arlington","Produce",1,"Received"
2020-03-17,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-03-17,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-03-17,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-03-17,"whole foods market - arlington","Produce",1,"Received"
2020-03-17,"whole foods market - arlington","Dairy and Eggs",3,"Received"
2020-03-17,"whole foods market - medford","Bakery",6,"Received"
2020-03-17,"whole foods market - medford","Non-perishables",3,"Received"
2020-03-17,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-03-17,"wicked bagels","Bakery",1,"Received"
2020-03-18,"arlington eats market","Bakery",1,"Distributed"
2020-03-18,"arlington eats market","Prepared Foods",1.5,"Distributed"
2020-03-18,"arlington eats market","Produce",0.5,"Distributed"
2020-03-18,"arlington eats market","Meat/Protein",1,"Distributed"
2020-03-18,"menotomy manor","Bakery",4.5,"Distributed"
2020-03-18,"menotomy manor","Non-perishables",0.5,"Distributed"
2020-03-18,"menotomy manor","Prepared Foods",2.5,"Distributed"
2020-03-18,"menotomy manor","Produce",2,"Distributed"
2020-03-18,"menotomy manor","Dairy and Eggs",1,"Distributed"
2020-03-18,"mystic community market","Bakery",4,"Distributed"
2020-03-18,"mystic community market","Prepared Foods",3,"Distributed"
2020-03-18,"mystic community market","Produce",4,"Distributed"
2020-03-18,"mystic community market","Dairy and Eggs",1,"Distributed"
2020-03-18,"c19- one time","Produce",7,"Received"
2020-03-18,"c19- one time","Produce",8,"Received"
2020-03-18,"c19- one time","Dairy and Eggs",5,"Received"
2020-03-18,"c19- one time","Dairy and Eggs",2,"Received"
2020-03-18,"trader joe's - arlington","Bakery",1,"Received"
2020-03-18,"trader joe's - arlington","Prepared Foods",1.5,"Received"
2020-03-18,"trader joe's - arlington","Produce",0.5,"Received"
2020-03-18,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-03-18,"whole foods market - arlington","Bakery",2.5,"Received"
2020-03-18,"whole foods market - arlington","Prepared Foods",3.5,"Received"
2020-03-18,"whole foods market - arlington","Produce",3,"Received"
2020-03-18,"whole foods market - medford","Bakery",7,"Received"
2020-03-18,"whole foods market - medford","Non-perishables",0.5,"Received"
2020-03-18,"whole foods market - medford","Prepared Foods",3,"Received"
2020-03-18,"whole foods market - medford","Produce",2,"Received"
2020-03-18,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-03-18,"wicked bagels","Bakery",2,"Received"
2020-03-19,"arlington eats market","Bakery",1,"Distributed"
2020-03-19,"arlington eats market","Produce",6,"Distributed"
2020-03-19,"bow","Non-perishables",5,"Distributed"
2020-03-19,"bow","Prepared Foods",8,"Distributed"
2020-03-19,"bow","Dairy and Eggs",4,"Distributed"
2020-03-19,"cfcs-teens learning choices","Prepared Foods",2,"Distributed"
2020-03-19,"medford community cupboard","Bakery",9,"Distributed"
2020-03-19,"medford community cupboard","Prepared Foods",1,"Distributed"
2020-03-19,"medford community cupboard","Produce",16,"Distributed"
2020-03-19,"medford community cupboard","Dairy and Eggs",4,"Distributed"
2020-03-19,"medford family life","Prepared Foods",2,"Distributed"
2020-03-19,"medford family life","Dairy and Eggs",1,"Distributed"
2020-03-19,"police","Prepared Foods",2,"Distributed"
2020-03-19,"project soup","Produce",7,"Distributed"
2020-03-19,"project soup","Dairy and Eggs",6,"Distributed"
2020-03-19,"washington st residents","Prepared Foods",2,"Distributed"
2020-03-19,"washington st residents","Dairy and Eggs",1,"Distributed"
2020-03-19,"breadboard bakery","Bakery",2,"Received"
2020-03-19,"c19- one time","Prepared Foods",20,"Received"
2020-03-19,"c19- one time","Produce",2,"Received"
2020-03-19,"c19- one time","Produce",5.4,"Received"
2020-03-19,"c19- one time","Dairy and Eggs",3,"Received"
2020-03-19,"c19- one time","Dairy and Eggs",41,"Received"
2020-03-19,"panera - burlington","Bakery",4,"Received"
2020-03-19,"stop and shop arlington","Non-perishables",0.5,"Received"
2020-03-19,"trader joe's - arlington","Bakery",2,"Received"
2020-03-19,"trader joe's - arlington","Non-perishables",2,"Received"
2020-03-19,"trader joe's - arlington","Prepared Foods",2.5,"Received"
2020-03-19,"trader joe's - arlington","Produce",3,"Received"
2020-03-19,"whole foods market - arlington","Bakery",4,"Received"
2020-03-19,"whole foods market - arlington","Non-perishables",2,"Received"
2020-03-19,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-03-19,"whole foods market - arlington","Produce",4,"Received"
2020-03-19,"whole foods market - arlington","Dairy and Eggs",5,"Received"
2020-03-19,"whole foods market - medford","Bakery",4,"Received"
2020-03-19,"whole foods market - medford","Non-perishables",3,"Received"
2020-03-19,"whole foods market - medford","Prepared Foods",4,"Received"
2020-03-19,"whole foods market - medford","Produce",2,"Received"
2020-03-19,"wicked bagels","Bakery",2,"Received"
2020-03-20,"lexington interfaith food pantry","Bakery",11,"Distributed"
2020-03-20,"lexington interfaith food pantry","Produce",18,"Distributed"
2020-03-20,"mystic community market","Bakery",4,"Distributed"
2020-03-20,"mystic community market","Non-perishables",3,"Distributed"
2020-03-20,"mystic community market","Prepared Foods",1.5,"Distributed"
2020-03-20,"mystic community market","Produce",35,"Distributed"
2020-03-20,"mystic community market","Dairy and Eggs",1,"Distributed"
2020-03-20,"st. pauls parish","Bakery",6,"Distributed"
2020-03-20,"st. pauls parish","Produce",6,"Distributed"
2020-03-20,"c19- one time","Produce",9.8,"Received"
2020-03-20,"la patisserie","Bakery",5,"Received"
2020-03-20,"neighborhood produce","Produce",2,"Received"
2020-03-20,"trader joe's - arlington","Bakery",3,"Received"
2020-03-20,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-03-20,"trader joe's - arlington","Produce",5,"Received"
2020-03-20,"whole foods market - arlington","Bakery",6,"Received"
2020-03-20,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-03-20,"whole foods market - arlington","Produce",5,"Received"
2020-03-20,"whole foods market - medford","Bakery",5,"Received"
2020-03-20,"whole foods market - medford","Non-perishables",4,"Received"
2020-03-20,"whole foods market - medford","Prepared Foods",1.5,"Received"
2020-03-20,"whole foods market - medford","Produce",5,"Received"
2020-03-20,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-03-20,"wicked bagels","Bakery",1,"Received"
2020-03-21,"cfcs-teens learning choices","Bakery",1,"Distributed"
2020-03-21,"cfcs-teens learning choices","Prepared Foods",2,"Distributed"
2020-03-21,"cfcs-teens learning choices","Produce",2,"Distributed"
2020-03-21,"daybreak shelter","Bakery",3,"Distributed"
2020-03-21,"daybreak shelter","Non-perishables",4.5,"Distributed"
2020-03-21,"daybreak shelter","Prepared Foods",1,"Distributed"
2020-03-21,"daybreak shelter","Produce",12,"Distributed"
2020-03-21,"daybreak shelter","Dairy and Eggs",9,"Distributed"
2020-03-21,"daybreak shelter","Meat/Protein",3,"Distributed"
2020-03-21,"medford family life","Prepared Foods",1,"Distributed"
2020-03-21,"medford family life","Produce",4,"Distributed"
2020-03-21,"washington st residents","Bakery",1,"Distributed"
2020-03-21,"washington st residents","Prepared Foods",2,"Distributed"
2020-03-21,"washington st residents","Produce",1.5,"Distributed"
2020-03-21,"washington st residents","Meat/Protein",1,"Distributed"
2020-03-21,"panera - burlington","Bakery",2,"Received"
2020-03-21,"trader joe's - arlington","Bakery",4,"Received"
2020-03-21,"trader joe's - arlington","Prepared Foods",5,"Received"
2020-03-21,"trader joe's - arlington","Produce",7,"Received"
2020-03-21,"trader joes - fresh pond","Bakery",2,"Received"
2020-03-21,"trader joes - fresh pond","Non-perishables",2,"Received"
2020-03-21,"trader joes - fresh pond","Prepared Foods",7,"Received"
2020-03-21,"trader joes - fresh pond","Produce",7,"Received"
2020-03-21,"trader joes - fresh pond","Dairy and Eggs",4,"Received"
2020-03-21,"whole foods market - arlington","Bakery",2,"Received"
2020-03-21,"whole foods market - arlington","Non-perishables",2,"Received"
2020-03-21,"whole foods market - arlington","Prepared Foods",2.5,"Received"
2020-03-21,"whole foods market - arlington","Produce",9,"Received"
2020-03-21,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-03-21,"wicked bagels","Bakery",1,"Received"
2020-03-22,"brenda","Bakery",6,"Distributed"
2020-03-22,"brenda","Produce",7,"Distributed"
2020-03-22,"menotomy manor","Produce",7,"Distributed"
2020-03-22,"menotomy manor","Dairy and Eggs",3,"Distributed"
2020-03-22,"panera - burlington","Bakery",3,"Received"
2020-03-22,"trader joe's - arlington","Bakery",3,"Received"
2020-03-22,"trader joe's - arlington","Prepared Foods",11.5,"Received"
2020-03-22,"trader joe's - arlington","Produce",12.5,"Received"
2020-03-22,"trader joe's - arlington","Meat/Protein",0.5,"Received"
2020-03-22,"whole foods fresh pond","Bakery",12,"Received"
2020-03-22,"whole foods fresh pond","Non-perishables",6,"Received"
2020-03-22,"whole foods fresh pond","Prepared Foods",5,"Received"
2020-03-22,"whole foods fresh pond","Produce",9,"Received"
2020-03-22,"whole foods fresh pond","Dairy and Eggs",1,"Received"
2020-03-22,"whole foods market - arlington","Bakery",5,"Received"
2020-03-22,"whole foods market - arlington","Produce",7,"Received"
2020-03-22,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-03-22,"wicked bagels","Bakery",4,"Received"
2020-03-23,"arlington eats market","Bakery",2,"Distributed"
2020-03-23,"arlington eats market","Produce",4,"Distributed"
2020-03-23,"housing families, inc.","Bakery",6,"Distributed"
2020-03-23,"housing families, inc.","Non-perishables",5,"Distributed"
2020-03-23,"housing families, inc.","Prepared Foods",3,"Distributed"
2020-03-23,"housing families, inc.","Produce",5,"Distributed"
2020-03-23,"housing families, inc.","Dairy and Eggs",1,"Distributed"
2020-03-23,"housing families, inc.","Meat/Protein",3,"Distributed"
2020-03-23,"mystic community market","Bakery",17,"Distributed"
2020-03-23,"mystic community market","Non-perishables",3,"Distributed"
2020-03-23,"mystic community market","Prepared Foods",8,"Distributed"
2020-03-23,"mystic community market","Produce",28,"Distributed"
2020-03-23,"mystic community market","Dairy and Eggs",1,"Distributed"
2020-03-23,"c19- one time","Prepared Foods",2,"Received"
2020-03-23,"c19- one time","Produce",5,"Received"
2020-03-23,"great harvest bread","Bakery",1,"Received"
2020-03-23,"trader joe's - arlington","Bakery",7,"Received"
2020-03-23,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-03-23,"trader joe's - arlington","Produce",12,"Received"
2020-03-23,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-03-23,"wegmans medford","Bakery",5.4,"Received"
2020-03-23,"wegmans medford","Prepared Foods",4.4,"Received"
2020-03-23,"wegmans medford","Produce",6.2,"Received"
2020-03-23,"whole foods market - arlington","Bakery",10,"Received"
2020-03-23,"whole foods market - arlington","Non-perishables",3,"Received"
2020-03-23,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-03-23,"whole foods market - arlington","Produce",16,"Received"
2020-03-23,"whole foods market - medford","Bakery",12,"Received"
2020-03-23,"whole foods market - medford","Non-perishables",3,"Received"
2020-03-23,"whole foods market - medford","Prepared Foods",8,"Received"
2020-03-23,"whole foods market - medford","Produce",2,"Received"
2020-03-23,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-03-23,"wicked bagels","Bakery",11,"Received"
2020-03-24,"arlington eats market","Bakery",10,"Distributed"
2020-03-24,"arlington eats market","Produce",16,"Distributed"
2020-03-24,"chestnut manor","Bakery",8,"Distributed"
2020-03-24,"chestnut manor","Prepared Foods",5,"Distributed"
2020-03-24,"chestnut manor","Produce",5,"Distributed"
2020-03-24,"chestnut manor","Dairy and Eggs",5,"Distributed"
2020-03-24,"chestnut manor","Meat/Protein",5,"Distributed"
2020-03-24,"mystic community market","Dairy and Eggs",4,"Distributed"
2020-03-24,"mystic community market","Meat/Protein",1,"Distributed"
2020-03-24,"c19- one time","Produce",0.5,"Received"
2020-03-24,"c19- one time","Dairy and Eggs",4,"Received"
2020-03-24,"c19- one time","Dairy and Eggs",1,"Received"
2020-03-24,"c19- one time","Meat/Protein",1,"Received"
2020-03-24,"trader joe's - arlington","Bakery",6,"Received"
2020-03-24,"trader joe's - arlington","Non-perishables",1,"Received"
2020-03-24,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-03-24,"trader joe's - arlington","Produce",12,"Received"
2020-03-24,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-03-24,"trader joe's - arlington","Meat/Protein",0.5,"Received"
2020-03-24,"whole foods market - arlington","Bakery",6,"Received"
2020-03-24,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-03-24,"whole foods market - arlington","Produce",4,"Received"
2020-03-24,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-03-24,"whole foods market - medford","Bakery",3,"Received"
2020-03-24,"whole foods market - medford","Prepared Foods",2.5,"Received"
2020-03-24,"whole foods market - medford","Produce",22.5,"Received"
2020-03-24,"whole foods market - medford","Meat/Protein",2,"Received"
2020-03-24,"wicked bagels","Bakery",1,"Received"
2020-03-25,"menotomy manor","Dairy and Eggs",1,"Distributed"
2020-03-25,"mystic community market","Bakery",30.5,"Distributed"
2020-03-25,"mystic community market","Non-perishables",0.5,"Distributed"
2020-03-25,"mystic community market","Prepared Foods",8,"Distributed"
2020-03-25,"mystic community market","Produce",80,"Distributed"
2020-03-25,"mystic community market","Dairy and Eggs",23,"Distributed"
2020-03-25,"c19- one time","Bakery",4,"Received"
2020-03-25,"c19- one time","Prepared Foods",6.7,"Received"
2020-03-25,"c19- one time","Produce",37,"Received"
2020-03-25,"c19- one time","Dairy and Eggs",8,"Received"
2020-03-25,"c19- one time","Dairy and Eggs",5,"Received"
2020-03-25,"c19- one time","Dairy and Eggs",22,"Received"
2020-03-25,"trader joe's - arlington","Bakery",15,"Received"
2020-03-25,"trader joe's - arlington","Non-perishables",0.5,"Received"
2020-03-25,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-03-25,"trader joe's - arlington","Produce",17,"Received"
2020-03-25,"trader joe's - arlington","Meat/Protein",0.5,"Received"
2020-03-25,"wegmans chestnut hill","Produce",28.4,"Received"
2020-03-25,"whole foods market - arlington","Bakery",16,"Received"
2020-03-25,"whole foods market - arlington","Prepared Foods",4.5,"Received"
2020-03-25,"whole foods market - arlington","Produce",16,"Received"
2020-03-25,"whole foods market - medford","Bakery",9.5,"Received"
2020-03-25,"whole foods market - medford","Non-perishables",0.5,"Received"
2020-03-25,"whole foods market - medford","Prepared Foods",3,"Received"
2020-03-25,"whole foods market - medford","Produce",20,"Received"
2020-03-25,"wicked bagels","Bakery",3,"Received"
2020-03-26,"menotomy manor","Non-perishables",1,"Distributed"
2020-03-26,"menotomy manor","Produce",4.6,"Distributed"
2020-03-26,"menotomy manor","Dairy and Eggs",0.25,"Distributed"
2020-03-26,"menotomy manor","Meat/Protein",3,"Distributed"
2020-03-26,"mystic community market","Produce",27.5,"Distributed"
2020-03-26,"breadboard bakery","Bakery",2,"Received"
2020-03-26,"c19- one time","Produce",5.6,"Received"
2020-03-26,"costco","Bakery",4,"Received"
2020-03-26,"panera - burlington","Bakery",3,"Received"
2020-03-26,"sysco","Produce",32,"Received"
2020-03-26,"sysco","Dairy and Eggs",4,"Received"
2020-03-26,"trader joe's - arlington","Bakery",9,"Received"
2020-03-26,"trader joe's - arlington","Non-perishables",2,"Received"
2020-03-26,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-03-26,"trader joe's - arlington","Produce",10,"Received"
2020-03-26,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-03-26,"wegmans medford","Bakery",5,"Received"
2020-03-26,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-03-26,"whole foods market - arlington","Produce",4,"Received"
2020-03-26,"whole foods market - medford","Bakery",8,"Received"
2020-03-26,"whole foods market - medford","Non-perishables",1,"Received"
2020-03-26,"whole foods market - medford","Prepared Foods",4,"Received"
2020-03-26,"whole foods market - medford","Produce",15,"Received"
2020-03-26,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-03-26,"wicked bagels","Bakery",3,"Received"
2020-03-26,"yell-o-glow","Produce",12.3,"Received"
2020-03-27,"brenda","Bakery",5,"Distributed"
2020-03-27,"brenda","Prepared Foods",1,"Distributed"
2020-03-27,"brenda","Produce",2,"Distributed"
2020-03-27,"brenda","Dairy and Eggs",0.5,"Distributed"
2020-03-27,"hearts of life","Bakery",11,"Distributed"
2020-03-27,"hearts of life","Prepared Foods",2,"Distributed"
2020-03-27,"hearts of life","Produce",62,"Distributed"
2020-03-27,"hearts of life","Dairy and Eggs",0.5,"Distributed"
2020-03-27,"lexington interfaith food pantry","Bakery",12,"Distributed"
2020-03-27,"lexington interfaith food pantry","Prepared Foods",27,"Distributed"
2020-03-27,"lexington interfaith food pantry","Produce",22,"Distributed"
2020-03-27,"menotomy manor","Dairy and Eggs",11.8,"Distributed"
2020-03-27,"mystic community market","Non-perishables",2,"Distributed"
2020-03-27,"mystic community market","Produce",53,"Distributed"
2020-03-27,"mystic community market","Dairy and Eggs",0.5,"Distributed"
2020-03-27,"st. pauls parish","Bakery",4,"Distributed"
2020-03-27,"st. pauls parish","Prepared Foods",7,"Distributed"
2020-03-27,"la patisserie","Bakery",5,"Received"
2020-03-27,"neighborhood produce","Bakery",1,"Received"
2020-03-27,"neighborhood produce","Non-perishables",0.5,"Received"
2020-03-27,"neighborhood produce","Produce",1.5,"Received"
2020-03-27,"trader joe's - arlington","Bakery",6,"Received"
2020-03-27,"trader joe's - arlington","Prepared Foods",4,"Received"
2020-03-27,"trader joe's - arlington","Produce",26,"Received"
2020-03-27,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-03-27,"whole foods market - arlington","Bakery",12,"Received"
2020-03-27,"whole foods market - arlington","Prepared Foods",4,"Received"
2020-03-27,"whole foods market - arlington","Produce",16,"Received"
2020-03-27,"whole foods market - arlington","Dairy and Eggs",4,"Received"
2020-03-27,"whole foods market - medford","Bakery",7.5,"Received"
2020-03-27,"whole foods market - medford","Non-perishables",2,"Received"
2020-03-27,"whole foods market - medford","Prepared Foods",6,"Received"
2020-03-27,"whole foods market - medford","Produce",11,"Received"
2020-03-27,"whole foods market - medford","Dairy and Eggs",0.5,"Received"
2020-03-27,"wicked bagels","Bakery",3,"Received"
2020-03-27,"yell-o-glow","Produce",30.8,"Received"
2020-03-28,"daybreak shelter","Bakery",4,"Distributed"
2020-03-28,"daybreak shelter","Non-perishables",3,"Distributed"
2020-03-28,"daybreak shelter","Prepared Foods",3,"Distributed"
2020-03-28,"daybreak shelter","Produce",9.5,"Distributed"
2020-03-28,"daybreak shelter","Dairy and Eggs",6,"Distributed"
2020-03-28,"daybreak shelter","Meat/Protein",8,"Distributed"
2020-03-28,"house of hope","Prepared Foods",0.5,"Distributed"
2020-03-28,"house of hope","Produce",4,"Distributed"
2020-03-28,"lowell transitional transitional living center","Bakery",1,"Distributed"
2020-03-28,"lowell transitional transitional living center","Prepared Foods",2.5,"Distributed"
2020-03-28,"lowell transitional transitional living center","Produce",1,"Distributed"
2020-03-28,"mystic community market","Bakery",4,"Distributed"
2020-03-28,"mystic community market","Prepared Foods",5,"Distributed"
2020-03-28,"mystic community market","Produce",16,"Distributed"
2020-03-28,"panera - burlington","Bakery",1,"Received"
2020-03-28,"trader joe's - arlington","Bakery",7,"Received"
